no,분류,중복,Institution,Title,저자,Year,Pdf Link
701,Periodical,0,Pusan National University,Comparison of Different k-NN Models for Speed Prediction in an Urban Traffic Network,"Seyoung Kim,Jeongmin Kim,Kwang Ryel Ryu",2016,https://waset.org/publications/10006804/comparison-of-different-k-nn-models-for-speed-prediction-in-an-urban-traffic-network
702,Abstract,0,Pusan National University,Computational Fluid Dynamics Simulation of Floating Body Motion Interacting with Focused Waves,"Seul-Ki Park,Jong-Chun Park,Gyu-Mok Jeon,Dae-Kyung Ock,Seung-Gyu Jeong",2016,https://waset.org/pdf/books/?id=83771&pageNumber=134
703,Abstract,0,Pusan National University,Correlation Mapping for Measuring Platelet Adhesion,Eunseop Yeom,2018,https://waset.org/pdf/books/?id=87040&pageNumber=686
704,Abstract,0,Pusan National University,Design of a Lumbar Interspinous Process Fixation Device for Minimizing Soft Tissue Removal and Operation Time,"Minhyuk Heo,Jihwan Yun,Seonghun Park",2018,https://waset.org/pdf/books/?id=60372&pageNumber=1201
705,Abstract,0,Pusan National University,Design of Process Parameters in Electromagnetic Forming Apparatus by FEM,"Hyeong-Gyu Park,Hak-Gon Noh,Beom-Soo Kang,Jeong Kim",2015,https://waset.org/pdf/books/?id=7042&pageNumber=59
706,Abstract,0,Pusan National University,Design of Tube Expanders with Groove Shapes to Reduce Deformation of Tube Inner Grooves in Copper Tube Expansion,"I. Sin,H. Kim,S. Park",2017,https://waset.org/pdf/books/?id=60394&pageNumber=936
707,Abstract,0,Pusan National University,Development and Validation of Research Process for Enhancing Humanities Competence of Medical Students,"S. J. Yune,K. H. Park",2015,https://waset.org/pdf/books/?id=88139&pageNumber=1606
708,Periodical,0,Pusan National University,Development of Indwelling Wireless pH Telemetry of Intraoral Acidity,"Jung-hoon Ro, Soo-young Ye, Jae-hee Jung, Ah-young Jeon, Yun-jin Kim, In-cheol Kim, Chul-han Kim, and Gye-rok Jeon",2007,https://waset.org/publications/643/development-of-indwelling-wireless-ph-telemetry-of-intraoral-acidity
709,Periodical,0,Pusan National University,Development of the Algorithm for Detecting Falls during Daily Activity using 2 Tri-Axial Accelerometers,"Ahyoung Jeon, Geunchul Park, Jung-Hoon Ro, and Gye-rok Geon",2012,https://waset.org/publications/2993/development-of-the-algorithm-for-detecting-falls-during-daily-activity-using-2-tri-axial-accelerometers
710,Abstract,1,Pusan National University,Flow Characteristics around Rectangular Obstacles with the Varying Direction of Obstacles,Hee-Chang Lim,2018,https://waset.org/pdf/books/?id=86151&pageNumber=916
711,Periodical,0,Pusan National University,Flow Characteristics around Rectangular Obstacles with the Varying Direction of Obstacles,Hee-Chang Lim,2018,https://waset.org/publications/10008540/flow-characteristics-around-rectangular-obstacles-with-the-varying-direction-of-obstacles
712,Abstract,0,Pusan National University,Highly Efficient Ca-Doped CuS Counter Electrodes for Quantum Dot Sensitized Solar Cells,"Mohammed Panthakkal Abdul Muthalif,Shanmugasundaram Kanagaraj,Jumi Park,Hangyu Park,Youngson Choe",2016,https://waset.org/pdf/books/?id=86817&pageNumber=1769
713,Abstract,0,Pusan National University,How to Teach Italian Intransitive Verbs: Focusing on Unaccusatives and Unergatives,Joung Hyoun Lee,2016,https://waset.org/pdf/books/?id=50864&pageNumber=491
714,Periodical,0,Pusan National University,Implementation of the Personal Emergency Response System,"Ah-young Jeon,In-cheol Kim,Jae-hee Jung,Soo-young Ye,Jae-hyung Kim,Ki-gon Nam,Seoung-wan, Baik,Jung-hoon Ro,Gye-rok Jeon",2007,https://waset.org/publications/3782/implementation-of-the-personal-emergency-response-system
715,Periodical,0,Pusan National University,Information Transmission between Large and Small Stocks in the Korean Stock Market,"Sang Hoon Kang, Seong-Min Yoon",2011,https://waset.org/publications/7392/information-transmission-between-large-and-small-stocks-in-the-korean-stock-market
716,Abstract,0,Pusan National University,Initial Dip: An Early Indicator of Neural Activity in Functional Near Infrared Spectroscopy Waveform,"Mannan Malik Muhammad Naeem,Jeong Myung Yung",2018,https://waset.org/pdf/books/?id=84942&pageNumber=671
717,Abstract,0,Pusan National University,Iterative Replanning of Diesel Generator and Energy Storage System for Stable Operation of an Isolated Microgrid,"Jiin Jeong,Taekwang Kim,Kwang Ryel Ryu",2015,https://waset.org/pdf/books/?id=23002&pageNumber=771
718,Abstract,1,Pusan National University,Keyword Network Analysis on the Research Trends of Life-Long Education for People with Disabilities in Korea,"Jakyoung Kim,Sungwook Jang",2017,https://waset.org/pdf/books/?id=72646&pageNumber=1343
719,Periodical,0,Pusan National University,Keyword Network Analysis on the Research Trends of Life-Long Education for People with Disabilities in Korea,"Jakyoung Kim,Sungwook Jang",2017,https://waset.org/publications/10007504/keyword-network-analysis-on-the-research-trends-of-life-long-education-for-people-with-disabilities-in-korea
720,Abstract,0,Pusan National University,Learning a Bayesian Network for Situation-Aware Smart Home Service: A Case Study with a Robot Vacuum Cleaner,"Eu Tteum Ha,Seyoung Kim,Jeongmin Kim,Kwang Ryel Ryu",2015,https://waset.org/pdf/books/?id=23000&pageNumber=770
721,Abstract,0,Pusan National University,Learning Predictive Models for Efficient Energy Management of Exhibition Hall,"Jeongmin Kim,Eunju Lee,Kwang Ryel Ryu",2015,https://waset.org/pdf/books/?id=59405&pageNumber=1714
722,Abstract,0,Pusan National University,Metallacyclodimeric Array Containing Both Suprachannels and Cages: Selective Reservoir and Recognition of Diiodomethane,"Daseul Lee,Jeong Jun Lee,Ok-Sang Jung",2018,https://waset.org/pdf/books/?id=85931&pageNumber=1754
723,Abstract,0,Pusan National University,Microfluidic Method for Measuring Blood Viscosity,Eunseop Yeom,2017,https://waset.org/pdf/books/?id=61260&pageNumber=429
724,Abstract,0,Pusan National University,Multi-Point Dieless Forming Product Defect Reduction Using Reliability-Based Robust Process Optimization,"Misganaw Abebe Baye,Ji-Woo Park,Beom-Soo Kang",2018,https://waset.org/pdf/books/?id=54851&pageNumber=867
725,Abstract,0,Pusan National University,Nanoenergetic Materials as Effective Heat Energy Sources for Enhanced Gas Generators,"Sang Beom Kim,Kyung Ju Kim,Myung Hoon Cho,Ji Hoon Kim,Soo Hyung Kim",2016,https://waset.org/pdf/books/?id=45745&pageNumber=920
726,Periodical,0,Pusan National University,Numerical Analysis of Hydrogen Transport using a Hydrogen-Enhanced Localized Plasticity Mechanism,"Seul-Kee Kim, Chi-Seung Lee, Myung-Hyun Kim and Jae-Myung Lee",2012,https://waset.org/publications/13079/numerical-analysis-of-hydrogen-transport-using-a-hydrogen-enhanced-localized-plasticity-mechanism
727,Abstract,0,Pusan National University,Numerical and Experimental Approach to Evaluate Forming Coil of Electromagnetic Forming Process,"H. G. Noh,H. G. Park,B. S. Kang,J. Kim",2015,https://waset.org/pdf/books/?id=7002&pageNumber=57
728,Abstract,1,Pusan National University,Numerical Simulation of Fluid-Structure Interaction on Wedge Slamming Impact by Using Particle Method,"Sung-Chul Hwang,Di Ren,Sang-Moon Yoon,Jong-Chun Park,Abbas Khayyer,Hitoshi Gotoh",2015,https://waset.org/pdf/books/?id=32919&pageNumber=335
729,Periodical,0,Pusan National University,Numerical Simulation of Fluid-Structure Interaction on Wedge Slamming Impact Using Particle Method,"Sung-Chul Hwang, Di Ren, Sang-Moon Yoon, Jong-Chun Park, Abbas Khayyer, Hitoshi Gotoh",2015,https://waset.org/publications/10002272/numerical-simulation-of-fluid-structure-interaction-on-wedge-slamming-impact-using-particle-method
730,Abstract,0,Pusan National University,Numerical Study for Examination of Flow Characteristics in Fractured Gas Reservoirs,"M. K. Kim,C. H. Shin,W. G. Park",2014,https://waset.org/pdf/books/?id=40950&pageNumber=1069
731,Abstract,0,Pusan National University,Optical Ignition of Nanoenergetic Materials with Tunable Explosion Reactivity,"Ji Hoon Kim,Jong Man Kim,Hyung Woo Lee,Soo Hyung Kim",2016,https://waset.org/pdf/books/?id=45744&pageNumber=919
732,Abstract,0,Pusan National University,Patterns of Problem Behavior of Out-Of-School Adolescents and Gender Difference in South Korea,"Jaeyoung Lee,Minji Je",2012,https://waset.org/pdf/books/?id=79037&pageNumber=231
733,Periodical,0,Pusan National University,Performance Comparison of Situation-Aware Models for Activating Robot Vacuum Cleaner in a Smart Home,"Seongcheol Kwon,Jeongmin Kim,Kwang Ryel Ryu",2016,https://waset.org/publications/10003665/performance-comparison-of-situation-aware-models-for-activating-robot-vacuum-cleaner-in-a-smart-home
734,Abstract,1,Pusan National University,Performance Comparison of Situation-Aware Models for Activating Robot Vacuum Cleaner in a Smart Home,"Seongcheol Kwon,Jeongmin Kim,Kwang Ryel Ryu",2017,https://waset.org/pdf/books/?id=43488&pageNumber=1365
735,Abstract,0,Pusan National University,Phenomenological Analysis on the Experience of Volunteer Activities in Pre-Medical School Students,"S. J. Yune,K. H. Park",2014,https://waset.org/pdf/books/?id=88137&pageNumber=1605
736,Abstract,0,Pusan National University,Portfolio Optimization under a Hybrid Stochastic Volatility and Constant Elasticity of Variance Model,"Jai Heui Kim,Sotheara Veng",2015,https://waset.org/pdf/books/?id=50103&pageNumber=1857
737,Abstract,1,Pusan National University,Power Performance Improvement of 500W Vertical Axis Wind Turbine with Salient Design Parameters,"Young-Tae Lee,Hee-Chang Lim",2016,https://waset.org/pdf/books/?id=40354&pageNumber=1057
738,Periodical,0,Pusan National University,Power Performance Improvement of 500W Vertical Axis Wind Turbine with Salient Design Parameters,"Young-Tae Lee,Hee-Chang Lim",2016,https://waset.org/publications/10003393/power-performance-improvement-of-500w-vertical-axis-wind-turbine-with-salient-design-parameters
739,Abstract,1,Pusan National University,Prediction-Based Midterm Operation Planning for Energy Management of Exhibition Hall,"Doseong Eom,Jeongmin Kim,Kwang Ryel Ryu",2015,https://waset.org/pdf/books/?id=59410&pageNumber=1715
740,Periodical,0,Pusan National University,Prediction-Based Midterm Operation Planning for Energy Management of Exhibition Hall,"Doseong Eom,Jeongmin Kim,Kwang Ryel Ryu",2016,https://waset.org/publications/10007235/prediction-based-midterm-operation-planning-for-energy-management-of-exhibition-hall
741,Abstract,0,Pusan National University,Predictors of Sexually Transmitted Infection of Korean Adolescent Females: Analysis of Pooled Data from Korean Nationwide Survey,"Jaeyoung Lee, Minji Je",2016,https://waset.org/pdf/books/?id=79036&pageNumber=230
742,Abstract,0,Pusan National University,Sensing Endocrine Disrupting Chemicals by Virus-Based Structural Colour Nanostructure,"Lee Yujin,Han Jiye,Oh Jin-Woo",2015,https://waset.org/pdf/books/?id=68383&pageNumber=1137
743,Abstract,0,Pusan National University,Study on Multi-Point Stretch Forming Process for Double Curved Surface,"Jiwoo Park,Junseok Yoon,Jeong Kim,Beomsoo Kang",2017,https://waset.org/pdf/books/?id=7221&pageNumber=64
744,Abstract,0,Pusan National University,"The Effect of SIRT1 on NLRP3 (Nucleotide Oligomerization Domain-Like Receptor Family, Pyrin Domain Containing 3) Inflammasome of Osteoarthritis","So Youn Park,Yi Sle Lee,Ki Whan Hong,Chi Dae Kim",2017,https://waset.org/pdf/books/?id=76630&pageNumber=2016
745,Abstract,0,Pusan National University,The Effect of Surface Roughness on the Fatigue Life of SCM440 Steel,"C. Han,H. Kim,S. Park",2017,https://waset.org/pdf/books/?id=60431&pageNumber=1202
746,Abstract,0,Pusan National University,"The Relationships among Learning Emotion, Major Satisfaction, Learning Flow, and Academic Achievement in Medical School Students","S. J. Yune,S. Y. Lee,S. J. Im,B. S. Kam,S. Y. Baek",2015,https://waset.org/pdf/books/?id=58446&pageNumber=1039
747,Abstract,0,Pusan National University,The Tadpole-Shaped Polypeptides with Two Regulable (Alkyl Chain) Tails,"Hua Jin,Il Kim",2017,https://waset.org/pdf/books/?id=75743&pageNumber=1617
748,Abstract,0,Pusan National University,Topology Optimization of Heat Exchanger Manifolds for Aircraft,"Hanjong Kim,Changwan Han,Seonghun Park",2013,https://waset.org/pdf/books/?id=60709&pageNumber=1206
749,Abstract,0,Pusan National University,Validation of Global Ratings in Clinical Performance Assessment,"S. J. Yune,S. Y. Lee,S. J. Im,B. S. Kam,S. Y. Baek",2015,https://waset.org/pdf/books/?id=68077&pageNumber=1245
750,Abstract,0,Sejong University,3D Model of Rain-Wind Induced Vibration of Inclined Cable,"Viet-Hung Truong,Seung-Eock Kim",2014,https://waset.org/pdf/books/?id=24366&pageNumber=35
751,Periodical,0,Sejong University,A Cooperative Transmission Scheme Using Two Sources Based On OFDM System,"Bit-Na Kwon,Dong-Hyun Ha,Hyoung-Kyu Song",2015,https://waset.org/publications/10000167/a-cooperative-transmission-scheme-using-two-sources-based-on-ofdm-system
752,Abstract,1,Sejong University,A Cooperative Transmission Scheme Using Two Sources Based on OFDM System,"Bit-Na Kwon,Dong-Hyun Ha,Hyoung-Kyu Song",2016,https://waset.org/pdf/books/?id=20611&pageNumber=230
753,Periodical,0,Sejong University,A Gnutella-based P2P System Using Cross-Layer Design for MANET,"Ho-Hyun Park,Woosik Kim,Miae Woo",2015,https://waset.org/publications/6734/a-gnutella-based-p2p-system-using-cross-layer-design-for-manet
754,Periodical,0,Sejong University,A Novel Design for Hybrid Space-Time Block Codes and Spatial Multiplexing Scheme,"Seung-Jun Yu, Jang-Kyun Ahn, Eui-Young Lee and Hyoung-Kyu Song",2011,https://waset.org/publications/1065/a-novel-design-for-hybrid-space-time-block-codes-and-spatial-multiplexing-scheme
755,Periodical,0,Sejong University,A Robust Frequency Offset Estimation Scheme for OFDM System with Cyclic Delay Diversity,Won-Jae Shin and Young-Hwan You,2012,https://waset.org/publications/5119/a-robust-frequency-offset-estimation-scheme-for-ofdm-system-with-cyclic-delay-diversity
756,Abstract,1,Sejong University,A Robust Software for Advanced Analysis of Space Steel Frames,"Viet-Hung Truong, Seung-Eock Kim",2016,https://waset.org/pdf/books/?id=56020&pageNumber=93
757,Periodical,0,Sejong University,A Robust Software for Advanced Analysis of Space Steel Frames,"Viet-Hung Truong, Seung-Eock Kim",2016,https://waset.org/publications/10005874/a-robust-software-for-advanced-analysis-of-space-steel-frames-
758,Abstract,0,Sejong University,Adaptive Cooperative Scheme Considering the User Location,"Bit-Na Kwon,Hyun-Jee Yang,Dong-Hyun Ha,Hyoung-Kyu Song",2014,https://waset.org/pdf/books/?id=32518&pageNumber=24
759,Abstract,1,Sejong University,Adaptive Transmission Scheme Based on Channel State in Dual-Hop System,"Seung-Jun Yu,Yong-Jun Kim,Jung-In Baik,Hyoung-Kyu Song",2015,https://waset.org/pdf/books/?id=52599&pageNumber=509
760,Periodical,0,Sejong University,Adaptive Transmission Scheme Based on Channel State in Dual-Hop System,"Seung-Jun Yu,Yong-Jun Kim,Jung-In Baik,Hyoung-Kyu Song",2016,https://waset.org/publications/10005200/adaptive-transmission-scheme-based-on-channel-state-in-dual-hop-system
761,Abstract,0,Sejong University,Advanced CoMP Scheme for LTE-based V2X System,"Su-Hyun Jung,Young-Su Ryu,Yong-Jun Kim,Hyoung-Kyu Song",2012,https://waset.org/pdf/books/?id=32520&pageNumber=25
762,Abstract,1,Sejong University,An Adaptive Cooperative Scheme for Reliability of Transmission Using STBC and CDD in Wireless Communications,"Hyun-Jun Shin,Jae-Jeong Kim,Hyoung-Kyu Song",2014,https://waset.org/pdf/books/?id=3519&pageNumber=74
763,Periodical,0,Sejong University,An Adaptive Cooperative Scheme for Reliability of Transmission Using STBC and CDD in Wireless Communications,"Hyun-Jun Shin,Jae-Jeong Kim,Hyoung-Kyu Song",2014,https://waset.org/publications/9997030/an-adaptive-cooperative-scheme-for-reliability-of-transmission-using-stbc-and-cdd-in-wireless-communications
764,Abstract,0,Sejong University,An Efficient Strategy for Relay Selection in Multi-Hop Communication,"Jung-In Baik,Seung-Jun Yu,Young-Min Ko,Hyoung-Kyu Song",2017,https://waset.org/pdf/books/?id=43036&pageNumber=487
765,Periodical,0,Sejong University,An Improved Cooperative Communication Scheme for IoT System,"Eui-Hak Lee,Jae-Hyun Ro,Hyoung-Kyu Song",2015,https://waset.org/publications/10002475/an-improved-cooperative-communication-scheme-for-iot-system
766,Abstract,1,Sejong University,An Improved Cooperative Communication Scheme for IoT System,"Eui-Hak Lee,Jae-Hyun Ro,Hyoung-Kyu Song",2017,https://waset.org/pdf/books/?id=32937&pageNumber=1062
767,Abstract,1,Sejong University,An Improved Transmission Scheme in Cooperative Communication System,"Seung-Jun Yu,Young-Min Ko,Hyoung-Kyu Song",2015,https://waset.org/pdf/books/?id=43021&pageNumber=486
768,Periodical,0,Sejong University,An Improved Transmission Scheme in Cooperative Communication System,"Seung-Jun Yu,Young-Min Ko,Hyoung-Kyu Song",2016,https://waset.org/publications/10003464/an-improved-transmission-scheme-in-cooperative-communication-system
769,Abstract,0,Sejong University,Breakthrough Innovation Thinking Technology of a Conglomerate for Next Generation Plan,"Dongkyu Lee,Doan-Quoc Hoan,Soomi Shin",2015,https://waset.org/pdf/books/?id=31367&pageNumber=253
770,Abstract,0,Sejong University,Cooperative AF Scheme for Multi Source and Terminal in Edge of Cell Coverage,"Myoung-Jin Kim,Chang-Bin Ha,Yeong-Seop Ahn,Hyoung-Kyu Song",2016,https://waset.org/pdf/books/?id=42217&pageNumber=36
771,Abstract,1,Sejong University,Cooperative CDD scheme Based on Adaptive Modulation in Wireless Communiation System,"Seung-Jun Yu,Hwan-Jun Choi,Hyoung-Kyu Song",2014,https://waset.org/pdf/books/?id=3513&pageNumber=30
772,Periodical,0,Sejong University,Cooperative CDD Scheme Based On Adaptive Modulation in Wireless Communication System,"Seung-Jun Yu, Hwan-Jun Choi, Hyoung-Kyu Song",2014,https://waset.org/publications/9997126/cooperative-cdd-scheme-based-on-adaptive-modulation-in-wireless-communication-system
773,Periodical,0,Sejong University,Cooperative CDD Scheme Based on Hierarchical Modulation in OFDM System,"Seung-Jun Yu,Yeong-Seop Ahn,Young-Min Ko and Hyoung-Kyu Song",2015,https://waset.org/publications/10002293/cooperative-cdd-scheme-based-on-hierarchical-modulation-in-ofdm-system
774,Abstract,1,Sejong University,Cooperative CDD Scheme Based On Hierarchical Modulation in OFDM System,"Seung-Jun Yu,Yeong-Seop Ahn,Young-Min Ko and Hyoung-Kyu Song",2016,https://waset.org/pdf/books/?id=32286&pageNumber=365
775,Abstract,0,Sejong University,Cooperative Diversity Scheme Based on MIMO-OFDM in Small Cell Network,"Dong-Hyun Ha, Young-Min Ko, Chang-Bin Ha, Hyoung-Kyu Song",2016,https://waset.org/pdf/books/?id=33086&pageNumber=380
776,Abstract,1,Sejong University,Cooperative Scheme Using Adjacent Base Stations in Wireless Communication,"Young-Min Ko,Seung-Jun Yu,Chang-Bin Ha,Hyoung-Kyu Song",2016,https://waset.org/pdf/books/?id=43012&pageNumber=484
777,Periodical,0,Sejong University,Cooperative Scheme Using Adjacent Base Stations in Wireless Communication,"Young-Min Ko,Seung-Jun Yu,Chang-Bin Ha,Hyoung-Kyu Song",2016,https://waset.org/publications/10003829/cooperative-scheme-using-adjacent-base-stations-in-wireless-communication
778,Periodical,0,Sejong University,Coordinated Multi-Point Scheme Based On Channel State Information in MIMO-OFDM System,"Su-Hyun Jung,Chang-Bin Ha,Hyoung-Kyu Song",2015,https://waset.org/publications/10000375/coordinated-multi-point-scheme-based-on-channel-state-information-in-mimo-ofdm-system
779,Abstract,1,Sejong University,Coordinated Multi-Point Scheme Based on Channel State Information in MIMO-OFDM System,"Su-Hyun Jung,Chang-Bin Ha,Hyoung-Kyu Song",2016,https://waset.org/pdf/books/?id=20612&pageNumber=231
780,Abstract,1,Sejong University,Developing NAND Flash-Memory SSD-Based File System Design,Jaechun No,2015,https://waset.org/pdf/books/?id=32385&pageNumber=6
781,Periodical,0,Sejong University,Developing NAND Flash-Memory SSD-Based File System Design,Jaechun No,2015,https://waset.org/publications/10001837/developing-nand-flash-memory-ssd-based-file-system-design
782,Abstract,0,Sejong University,Development of an Information System Based on the Establishment and Evaluation of Performance Rating by Application Part/Type of Remodeling Element Technologies,Sungwon Jung,2017,https://waset.org/pdf/books/?id=81930&pageNumber=2096
783,Abstract,1,Sejong University,Direct Design of Steel Bridge Using Nonlinear Inelastic Analysis,"Boo-Sung Koh,Seung-Eock Kim",2014,https://waset.org/pdf/books/?id=24354&pageNumber=34
784,Periodical,0,Sejong University,Direct Design of Steel Bridge Using Nonlinear Inelastic Analysis,"Boo-Sung Koh,Seung-Eock Kim",2015,https://waset.org/publications/10006070/direct-design-of-steel-bridge-using-nonlinear-inelastic-analysis
785,Abstract,0,Sejong University,Efficient Iterative V-BLAST Detection Technique in Wireless Communication System,"Hwan-Jun Choi,Sung-Bok Choi,Hyoung-Kyu Song",2012,https://waset.org/pdf/books/?id=3522&pageNumber=33
786,Abstract,0,Sejong University,Efficient Relay Selection Scheme Utilizing OVSF Code in Cooperative Communication System,"Yeong-Seop Ahn,Myoung-Jin Kim,Young-Min Ko,Hyoung-Kyu Song",2016,https://waset.org/pdf/books/?id=32268&pageNumber=363
787,Abstract,0,Sejong University,Efficient Signal Detection Using QRD-M Based on Channel Condition in MIMO-OFDM System,"Jae-Jeong Kim,Ki-Ro Kim,Hyoung-Kyu Song",2007,https://waset.org/pdf/books/?id=3518&pageNumber=32
788,Abstract,1,Sejong University,Efficient Single Relay Selection Scheme for Cooperative Communication,"Sung-Bok Choi,Hyun-Jun Shin,Hyoung-Kyu Song",2014,https://waset.org/pdf/books/?id=3523&pageNumber=75
789,Periodical,0,Sejong University,Efficient Single Relay Selection Scheme for Cooperative Communication,"Sung-Bok Choi,Hyun-Jun Shin,Hyoung-Kyu Song",2014,https://waset.org/publications/9997031/efficient-single-relay-selection-scheme-for-cooperative-communication
790,Periodical,0,Sejong University,Efficient Variable Modulation Scheme Based on Codebook in the MIMO-OFDM System,"Yong-Jun Kim,Jae-Hyun Ro,Chang-Bin Ha,Hyoung-Kyu Song",2015,https://waset.org/publications/10002212/efficient-variable-modulation-scheme-based-on-codebook-in-the-mimo-ofdm-system
791,Abstract,1,Sejong University,Efficient Variable Modulation Scheme Based on Codebook in the MIMO-OFDM System,"Yong-Jun Kim,Jae-Hyun Ro,Chang-Bin Ha,Hyoung-Kyu Song",2016,https://waset.org/pdf/books/?id=33079&pageNumber=379
792,Abstract,1,Sejong University,Experimental Study on Flexural Strength of Reinforced Geopolymer Concrete Beams,"Khoa Tan Nguyen,Tuan Anh Le,Kihak Lee",2016,https://waset.org/pdf/books/?id=39706&pageNumber=105
793,Periodical,0,Sejong University,Experimental Study on Flexural Strength of Reinforced Geopolymer Concrete Beams,"Khoa Tan Nguyen,Tuan Anh Le,Kihak Lee",2016,https://waset.org/publications/10004196/experimental-study-on-flexural-strength-of-reinforced-geopolymer-concrete-beams
794,Periodical,0,Sejong University,File System-Based Data Protection Approach,Jaechun No,2012,https://waset.org/publications/14809/file-system-based-data-protection-approach
795,Abstract,0,Sejong University,Gas Separation Membranes Using Stability  Improved Ion Gels,"Y. H. Hwang, J. Won, Y. S. Kang",2016,https://waset.org/pdf/books/?id=17831&pageNumber=322
796,Abstract,0,Sejong University,Genome-Wide Identification and Characterization of MLO Family Genes in Pumpkin (Cucurbita maxima Duch.),"Khin Thanda Win,Chunying Zhang,Sanghyeob Lee",2017,https://waset.org/pdf/books/?id=75919&pageNumber=1262
797,Abstract,1,Sejong University,Hybrid MIMO-OFDM Detection Scheme for High Performance,"Young-Min Ko,Dong-Hyun Ha,Chang-Bin Ha,Hyoung-Kyu Song",2015,https://waset.org/pdf/books/?id=32335&pageNumber=366
798,Periodical,0,Sejong University,Hybrid MIMO-OFDM Detection Scheme for High Performance,"Young-Min Ko,Dong-Hyun Ha,Chang-Bin Ha,Hyoung-Kyu Song",2015,https://waset.org/publications/10004952/hybrid-mimo-ofdm-detection-scheme-for-high-performance
799,Abstract,0,Sejong University,"Idea Thinking Integrated Typology Technology of 6 Sigma, TRIZ, and Visual Planning","Dongkyu Lee,Doan-Quoc Hoan,Soomi Shin",2015,https://waset.org/pdf/books/?id=31368&pageNumber=254
800,Abstract,0,Sejong University,Improved Cooperative Communication Scheme in the Edge of Cell Coverage,"Myoung-Jin Kim,Yeong-Seop Ahn,Hyun-Jee Yang,Hyoung-Kyu Song",2016,https://waset.org/pdf/books/?id=33098&pageNumber=382
801,Abstract,1,Sejong University,Improved Performance of Cooperative Scheme in the Cellular and Broadcasting System,"Hyun-Jee Yang,Bit-Na Kwon,Yong-Jun Kim,Hyoung-Kyu Song",2015,https://waset.org/pdf/books/?id=32055&pageNumber=361
802,Periodical,0,Sejong University,Improved Performance of Cooperative Scheme in the Cellular and Broadcasting System,"Hyun-Jee Yang,Bit-Na Kwon,Yong-Jun Kim,Hyoung-Kyu Song",2015,https://waset.org/publications/10002038/improved-performance-of-cooperative-scheme-in-the-cellular-and-broadcasting-system
803,Abstract,0,Sejong University,Improved Performance Using Adaptive Pre-Coding in the Cellular Network,"Yong-Jun Kim,Jae-Hyun Ro,Chang-Bin Ha,Hyoung-Kyu Song",2016,https://waset.org/pdf/books/?id=42216&pageNumber=35
804,Periodical,0,Sejong University,Improved Wi-Fi Backscatter System for Multi-to-Multi Communication,"Chang-Bin Ha,Yong-Jun Kim,Dong-Hyun Ha,Hyoung-Kyu Song",2015,https://waset.org/publications/10001961/improved-wi-fi-backscatter-system-for-multi-to-multi-communication
805,Abstract,1,Sejong University,Improved Wi-Fi Backscatter System for Multi-to-Multi Communication,"Chang-Bin Ha,Yong-Jun Kim,Dong-Hyun Ha,Hyoung-Kyu Song",2017,https://waset.org/pdf/books/?id=32788&pageNumber=1054
806,Abstract,0,Sejong University,Inter-Cell-Interference Mitigation Scheme in Wireless Communication System,"Jae-Hyun Ro,Yong-Jun Kim,Eui-Hak Lee,Hyoung-Kyu Song",2014,https://waset.org/pdf/books/?id=32633&pageNumber=369
807,Abstract,0,Sejong University,Isogeometric Topology Optimization in Cracked Structures Design,"Dongkyu Lee,Thanh Banh Thien,Soomi Shin",2017,https://waset.org/pdf/books/?id=79410&pageNumber=763
808,Abstract,1,Sejong University,New Moment Rotation Model of Single Web Angle Connections,"Zhengyi Kong,Seung-Eock Kim",2015,https://waset.org/pdf/books/?id=24311&pageNumber=32
809,Periodical,0,Sejong University,New Moment Rotation Model of Single Web Angle Connections,"Zhengyi Kong,Seung-Eock Kim",2015,https://waset.org/publications/10002010/new-moment-rotation-model-of-single-web-angle-connections
810,Abstract,0,Sejong University,Numerical Analysis of a Pilot Solar Chimney Power Plant,"Ehsan Gholamalizadeh,Jae Dong Chung",2014,https://waset.org/pdf/books/?id=60063&pageNumber=833
811,Abstract,1,Sejong University,Numerical Analysis of Dynamic Responses of the Plate Subjected to Impulsive Loads,"Behzad Mohammadzadeh,Huyk Chun Noh",2015,https://waset.org/pdf/books/?id=28535&pageNumber=191
812,Periodical,0,Sejong University,Numerical Analysis of Dynamic Responses of the Plate Subjected to Impulsive Loads,"Behzad Mohammadzadeh,Huyk Chun Noh",2015,https://waset.org/publications/10002518/numerical-analysis-of-dynamic-responses-of-the-plate-subjected-to-impulsive-loads
813,Abstract,0,Sejong University,Performance Improvement of Cooperative Scheme in Wireless OFDM Systems,"Ki-Ro Kim,Seung-Jun Yu,Hyoung-Kyu Song",2007,https://waset.org/pdf/books/?id=3515&pageNumber=31
814,Abstract,0,Sejong University,Reduced Complexity of ML Detection Combined with DFE,"Jae-Hyun Ro,Yong-Jun Kim,Chang-Bin Ha,Hyoung-Kyu Song",2018,https://waset.org/pdf/books/?id=42215&pageNumber=34
815,Abstract,0,Sejong University,Signaling Using Phase Shifting in Wi-Fi Backscatter System,"Chang-Bin Ha,Young-Min Ko,Seongjoo Lee,Hyoung-Kyu Song",2018,https://waset.org/pdf/books/?id=50322&pageNumber=556
816,Abstract,0,Sejong University,Stability Enhancement of Supported Ionic Liquid Membranes Using Ion Gels for Gas Separation,"Y. H. Hwang,J. Won,Y. S. Kang",2014,https://waset.org/pdf/books/?id=15496&pageNumber=259
